timestamp,message
2026-07-21T15:04:42Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - BackOff: Back-off restarting failed container docai-redesign in pod service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d_environment-6a5e3136b0b7a4abeb4e61a8(c506692e-7ebe-4b76-b435-20955a5868ad)
2026-07-21T15:04:29Z,[2026-07-21 15:04:29 +0000] [7] [ERROR] Reason: App failed to load.
2026-07-21T15:04:29Z,[2026-07-21 15:04:29 +0000] [7] [ERROR] Shutting down: Master
2026-07-21T15:04:29Z,[2026-07-21 15:04:29 +0000] [7] [ERROR] Worker (pid:8) exited with code 4.
2026-07-21T15:04:29Z,[2026-07-21 15:04:29 +0000] [8] [INFO] Worker exiting (pid: 8)
2026-07-21T15:04:29Z,Failed to find attribute 'app' in 'app'.
2026-07-21T15:04:29Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - BackOff: Back-off restarting failed container docai-redesign in pod service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d_environment-6a5e3136b0b7a4abeb4e61a8(c506692e-7ebe-4b76-b435-20955a5868ad)
2026-07-21T15:04:28Z,[2026-07-21 15:04:28 +0000] [7] [INFO] Control socket listening at /root/.gunicorn/gunicorn.ctl
2026-07-21T15:04:28Z,[2026-07-21 15:04:28 +0000] [8] [INFO] Booting worker with pid: 8
2026-07-21T15:04:28Z,[2026-07-21 15:04:28 +0000] [7] [INFO] Using worker: sync
2026-07-21T15:04:28Z,[2026-07-21 15:04:28 +0000] [7] [INFO] Listening at: http://0.0.0.0:8080 (7)
2026-07-21T15:04:28Z,[2026-07-21 15:04:28 +0000] [7] [INFO] Starting gunicorn 26.0.0
2026-07-21T15:04:28Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Started: Started container docai-redesign
2026-07-21T15:04:28Z,[Zeabur] Pod/service-6a5f88b6536b84a1337c9b13-87f657479-2xl7d - Created: Created container: docai-redesign
